Summary at end of file
----------------------------------------------------------------------
Bucket	Keys
51756	LAPLACA; REINKE
51757	SAYED
51758	OGASAWARA; COZBY
51759	WOLFGRAM
51760	PRIOLEAN; LAPLACE
51761	EMPTY
51762	EMPTY
51763	EMPTY
51764	EMPTY
51765	EMPTY
51766	LORENTZEN
51767	PRIOLEAU
51768	PROSONIC; HELDER
51769	EMPTY
51770	EMPTY
51771	GROSKREUTZ; SAYER
51772	EMPTY
51773	GREIDER
51774	EMPTY
51775	PHONHARATH
51776	STRIFFLER; LUSARDI
51777	EMPTY
51778	EMPTY
51779	DIFRANCESCO
51780	ANTONIOTTI
51781	DRINKALL
51782	EMPTY
51783	EMPTY
51784	EMPTY
51785	LENER; BUKOWSKI; WYNNE
51786	EMPTY
51787	CABEBE; KUDLA
51788	HAWARD
51789	LADABOUCHE
51790	GRAZIOSI; ULLAH
51791	EMPTY
51792	MATARAZZO; HUITT
51793	EMPTY
51794	SAGGIONE; GRIMSTEAD
51795	DOBRYNSKI
51796	EMPTY
51797	EMPTY
51798	EMPTY
51799	KYNARD
51800	KRYDER
51801	CADAVID
51802	NEUROHR
51803	EMPTY
51804	MCNESPEY
51805	STANOWSKI; VANDALE; CEVALLOS
51806	EMPTY
51807	HAECKEL
51808	WAIDEN
51809	KALAF; GLIME
51810	EMPTY
51811	ARESCO; HALLIDAY
51812	GONAZLEZ; VANDALL
51813	HAECKER
51814	TREAMER
51815	KIEFERT; KALAL
51816	MUSCARA; ORNDORFF
51817	KALAN
51818	ESCALERA
51819	EMPTY
51820	GLIMP
51821	BRANSTUTTER; KALAR
51822	BUTEL; SEEGAR; FRIEZE; KALAS
51823	EMPTY
51824	SINGELTON
51825	EISENBERG
51826	HADSALL; HEUSLEY
51827	EMPTY
51828	HANNAMAN
51829	FRAYER
51830	MUSCARO
51831	PETKUS; LOVINGS
51832	CRACOLICI; ESCALERO
51833	MANIRE
51834	ENDRES
51835	EMPTY
51836	BRENCHLEY
51837	EMPTY
51838	SWATLOSKI; GRANVOLD; KARALIS
51839	HARDYMAN
51840	EMPTY
51841	MANDALONIZ
51842	CALAIS
51843	EMPTY
51844	AMBRES
51845	EMPTY
51846	EMPTY
51847	EMPTY
51848	PIOMBINO
51849	KRONBERGER; TOWRY
51850	EMPTY
51851	BRACKBILL
51852	MCCULLOH
51853	EMPTY
51854	MARSLAND
51855	EMPTY
51856	EMPTY
51857	JAVARONE; MCCULLOM
51858	MCCULLON
51859	EMPTY
51860	KOSCIELNIAK
51861	PODARAS
51862	TOWSE; COUNTRYMAN
51863	NURTHEN
51864	EMPTY
51865	THREATS; THEBERGE
51866	ANDERST; MAILHOT; THREATT
51867	ZOMBO
51868	SPREITZER; HACKATHORN
51869	BATRICH
51870	EMPTY
51871	REDBIRD; TEKULVE
51872	CHOINIERE; LOAIZA
51873	AUTHER; RUYBAL
51874	EMPTY
51875	EMPTY
51876	DILLINGHAM
51877	EMPTY
51878	MADDING
51879	WEAVING; JUE
51880	TAUZIN
51881	GLICKSON; WEVER
51882	RHATIGAN
51883	OSCHMANN; JUI; ENSLOW; BRUDER
51884	EMPTY
51885	MCDARIES; EICHE
51886	EMPTY
51887	MCCLENTY
51888	BETESH; JUN
51889	NEIDICH
51890	WORKS
51891	EMPTY
51892	KILLPACK
51893	EMPTY
51894	EMPTY
51895	PIKER
51896	MUSCATO; PIKES
51897	VULLO
51898	SURLES; BREAULT
51899	SLOWINSKI
51900	SPANNAUS
51901	EMPTY
51902	PIKEY
51903	EMPTY
51904	EMPTY
51905	JOERLING; ANKROM
51906	LENIG
51907	EMPTY
51908	DEACY; WORLD; NOLTON; STONEMAN
51909	DESCHNER
51910	SHANHOLTZ; COUNTESS
51911	EMPTY
51912	EMPTY
51913	EMPTY
51914	BETETA
51915	EMPTY
51916	EMPTY
51917	SCANDURRA
51918	LENIS; VROOMAN
51919	WROBBEL; DIRCKS
51920	HERSHKOP
51921	EMPTY
51922	VANZILE
51923	LENIX
51924	KENEIPP
51925	EMPTY
51926	EMPTY
51927	EMPTY
51928	EMPTY
51929	ESPLAIN; TOMLINSON
51930	STOTESBURY; PAUKERT; OYAMA
51931	BOSCHULT
51932	MASTRIANO
51933	EMPTY
51934	OREFICE
51935	EMPTY
51936	EMPTY
51937	DEUSCHLE
51938	BLEVANS
51939	EMPTY
51940	EMPTY
51941	DEADY
51942	EMPTY
51943	EMPTY
51944	EMPTY
51945	EMPTY
51946	LATOURRETTE; RATHMANN
51947	BLACKSHEAR
51948	LUCHESI
51949	KALEN
51950	EMPTY
51951	ENAMA
51952	EMPTY
51953	KALER
51954	KALES; SEEGER
51955	EMPTY
51956	FEEHERY; BULGRIN
51957	EMPTY
51958	EMPTY
51959	KMAN
51960	CALAME; KALEY
51961	EMPTY
51962	AQUINO
51963	SALOMONE
51964	EMPTY
51965	CORNFIELD
51966	ENDRIS; SAYKO
51967	EMPTY
51968	SAWREY; BRASSFIELD
51969	KALFA; ZOMER
51970	LENKE; LEIMBACH
51971	DRINKARD
51972	EMPTY
51973	VATCH
51974	EMPTY
51975	CORRIDONI
51976	MOLLINS
51977	EMPTY
51978	CUNICO
51979	BIERBRAUER; KENIRY
51980	NWANKWO; CARRASQUILLO
51981	HOUSEAL; RACANELLI
51982	GLEICH
51983	SANDERFUR; AMBRIZ
51984	PRIVATSKY; EICKE
51985	YAMAKI; KINCHELOE
51986	EMPTY
51987	RACANELLO
51988	NUCKELS
51989	SAYLE
51990	EMPTY
51991	HARCUM
51992	SUMNER
51993	HAMERS; SKURA
51994	CRISMON
51995	MEHAFFY; WEEKLEY
51996	DISORBO
51997	HARCUS
51998	EMPTY
51999	KUDRO; SUMNEY
52000	SCINTO
52001	EMPTY
52002	EMPTY
52003	EMPTY
52004	EMPTY
52005	EMPTY
52006	EMPTY
52007	GLISE
52008	EMPTY
52009	EMPTY
52010	GLISH
52011	PAGNOZZI
52012	GUTTENBERG; NEWNHAM
52013	BRIERLY
52014	MESERVEY; MCCAUSLAND; WIMBISH
52015	EMPTY
52016	MAZZURCO; SANTACRUZ
52017	ROSITANO
52018	LUHMAN
52019	KOSMALA
52020	DAGRELLA
52021	BLATTEL; LEEDER
52022	STARKSON
52023	STIKELEATHER
52024	ROGRIGUEZ
52025	WILDEISEN
52026	KIRBERGER
52027	BLATTER
52028	STAKELIN; TENNILLE; HUHTALA
52029	EMPTY
52030	SKUSE; GRIESBAUM
52031	STEMARIE; CRICHLOW
52032	EMPTY
52033	HALLACK
52034	SABEDRA
52035	FLIPPO
52036	EMPTY
52037	EMPTY
52038	EMPTY
52039	ROMANIELLO
52040	EMPTY
52041	EMPTY
52042	EMPTY
52043	WENDORFF; MACKINTOSH
52044	EMPTY
52045	EMPTY
52046	LAPARI; PHELKA
52047	GUSTUS
52048	DISORDA
52049	EMPTY
52050	VATES
52051	EMPTY
52052	FOUCH
52053	PASCALE
52054	EMPTY
52055	SAYNE; MCCULLUM
52056	HALLADA
52057	EMPTY
52058	EMPTY
52059	TABACK
52060	PASCALL; HAMETT; FOAT; MCCREDIE; DEAHL
52061	LIPPOLDT
52062	ILIFFE; MOUZAS
52063	EMPTY
52064	EMPTY
52065	MUSSMANN
52066	EMPTY
52067	REINTS
52068	EMPTY
52069	EMPTY
52070	EMPTY
52071	EMPTY
52072	EMPTY
52073	EMPTY
52074	EMPTY
52075	EMPTY
52076	TJARKS
52077	SCHUERMANN
52078	SKUTT
52079	COLDEN; KALIL
52080	YAMANE
52081	KALIN
52082	EMPTY
52083	COLDER
52084	EMPTY
52085	BEDENFIELD; STONEBROOK
52086	KALIS
52087	EMPTY
52088	EMPTY
52089	LENNY
52090	NAGAI
52091	ALTER
52092	RIVIEZZO; ALTES
52093	WEYMAN
52094	EMPTY
52095	SETARO; BLOCKETT
52096	ALTEW; NAGAO
52097	TOMASZYCKI; KMET
52098	EMPTY
52099	KHOUNTHAVONG; BROERMAN
52100	EMPTY
52101	SALAMACHA
52102	BOWYER
52103	WARRENDER; ANKRUM
52104	EMPTY
52105	RHODERICK
52106	BELYEA; BOREMAN
52107	GOATLEY
52108	SHURGOT
52109	EMPTY
52110	TOULMIN; DROEGE
52111	LENON
52112	EMPTY
52113	FRAYNE; FRIDDLE
52114	EMPTY
52115	EMPTY
52116	EMPTY
52117	EMPTY
52118	EMPTY
52119	DIETSCHE; ATCHITY; EDELL; MROZINSKI; STPIERRE
52120	EMPTY
52121	LENOX
52122	EMPTY
52123	EMPTY
52124	CABELL
52125	EMPTY
52126	EMPTY
52127	VANSKIKE
52128	EMPTY
52129	EMPTY
52130	AHIMUD
52131	EMPTY
52132	EMPTY
52133	MCUMBER; KILLMAN
52134	KALKA; SARCONE
52135	EMPTY
52136	COBHAM; OCHOCKI; BALASUBRAMANI
52137	EMPTY
52138	SARCONI; LAPLANT
52139	GLORIUS; PECORARO
52140	SHEBBY
52141	MONKHOUSE; DITSCH
52142	STEINBRECHER
52143	EMPTY
52144	FODE
52145	MCMILLEON
52146	MAZURK; SILBERMAN
52147	MOTAMEDI; NISHIDA
52148	EMPTY
52149	EMPTY
52150	EMPTY
52151	EMPTY
52152	PAPAZIAN
52153	EMPTY
52154	DORCELUS
52155	WORST; ANDEBE
52156	EMPTY
52157	EMPTY
52158	BUTOR
52159	BRUGMAN; JOHNSTONE
52160	EMPTY
52161	STILES
52162	EMPTY
52163	EMPTY
52164	ROMACK
52165	EMPTY
52166	EMPTY
52167	KALLA
52168	EMPTY
52169	ERHOLM
52170	EMPTY
52171	EMPTY
52172	GERRALD
52173	SHEVLIN
52174	EMPTY
52175	RIGHTMIRE
52176	SLEIGHTER; WORTH; NEUMAN
52177	DORRIAN
52178	LICKLITER
52179	WOLLNER
52180	EMPTY
52181	AMBROZ; MACHOWSKI
52182	EMPTY
52183	GRAMMONT
52184	SWANNER; SARTIN
52185	DEALE
52186	EMPTY
52187	SAYRE
52188	EMPTY
52189	GERSHMAN
52190	HAQUE; FRENETTE
52191	BRIERRE
52192	EDENS
52193	EMPTY
52194	WORTZ; MELECIO
52195	EMPTY
52196	EMPTY
52197	EARNEY
52198	COULLARD; EZZELL
52199	EMPTY
52200	EMPTY
52201	EMPTY
52202	EMPTY
52203	REDAL
52204	EMPTY
52205	DEALY
52206	CAPOSOLE
52207	EMPTY
52208	ALTIC
52209	SHIPMAN
52210	RIMKUS
52211	EMPTY
52212	ALTIG; BONASERA
52213	EMPTY
52214	EMPTY
52215	EMPTY
52216	EMPTY
52217	APLING; STRAUGHAN
52218	VANCONEY; CONTINI
52219	HILDEBRAND
52220	VILLALOVOS; MACKOWIAK
52221	EMPTY
52222	EMPTY
52223	YOCHAM
52224	CONTINO
52225	CZECHOWSKI; NAGEL
52226	MCGILLICUDDY; HAISTEN
52227	EMPTY
52228	LAFERA; CRIPPS
52229	PHELPS
52230	EMPTY
52231	NAGER
52232	POSTLEWAITE; CRIBB
52233	WESTBURY
52234	FOUHY
52235	STEINLICHT; HILDEBRANT
52236	EMPTY
52237	EMPTY
52238	SZUMNY; LECATES
52239	BLOWERS
52240	VANSTEENBERG
52241	HICKINBOTHAM
52242	EMPTY
52243	APOSTAL; WRAGG
52244	EMPTY
52245	FRAYRE; DEBERNARDI; ULLOA; FOGG
52246	SZPAK
52247	CHRABASZCZ; DREIER
52248	WHEAT
52249	EMPTY
52250	REMEDIES; MURAOKA
52251	DIMERY; DEANE
52252	EMPTY
52253	FOGO; DEANG
52254	EMPTY
52255	EMPTY
52256	FAHRENWALD
52257	ULLOM
52258	FOGT
52259	BUTTRICK; VASCONCELLOS
52260	EMPTY
52261	EMPTY
52262	COLLEEN; STEINBECK
52263	NOEGEL
52264	EMPTY
52265	HENTER; DEANS
52266	EMPTY
52267	LENTE
52268	SOUERS
52269	KILLMER
52270	CHALLINOR; BRALEY
52271	EMPTY
52272	MASHAK; RATLEY
52273	EMPTY
52274	KOGUCHI; KALOI; CRICK
52275	EMPTY
52276	ZUBROWSKI
52277	LENTO
52278	EMPTY
52279	EMPTY
52280	EMPTY
52281	SARWINSKI; LENTS
52282	EMPTY
52283	FOHL
52284	MASHAW
52285	FOHN; ABSTON
52286	FETSKO; RICORD
52287	EMPTY
52288	LENTZ
52289	EMPTY
52290	GOEDDE
52291	ANNALA
52292	EMPTY
52293	MORGADO
52294	OVERSHINER
52295	EMPTY
52296	KANEKUNI
52297	EMPTY
52298	GRIMARD
52299	TUAZON
52300	EMPTY
52301	RAMPHAL; PREVETTE
52302	EMPTY
52303	EMPTY
52304	HAVERCROFT; HEASTON; KIESLING
52305	EMPTY
52306	JOHANEK; SUENNEN; BUTTA
52307	VANNOVER
52308	EMPTY
52309	EMPTY
52310	BUTTE
52311	KAH; CABERA
52312	KAI
52313	EMPTY
52314	DORRIES; FEYEN; BOHNERT
52315	BAROCIO; REDDY
52316	VENZKE; FOIL; KAM
52317	KAN
52318	KAO
52319	TRILLI; COLLEGE; KAP
52320	ALHUSSEINI
52321	KAR
52322	YPINA
52323	CERNEY
52324	CALDRON; LICCIARDI; BURZYNSKI; BUTTS
52325	CASOLA; TRILLO
52326	PUDDEPHATT; BAYARDO
52327	IGNASIAK
52328	KAY
52329	KAZ
52330	EMPTY
52331	BUTTZ
52332	GOEDEN
52333	EMPTY
52334	EMPTY
52335	REDEL
52336	EMPTY
52337	NYKIEL
52338	EMPTY
52339	EMPTY
52340	SAUTTER
52341	SHIPMEN; REDER
52342	EMPTY
52343	EMPTY
52344	WEMARK; SURAN; GALLUCCIO; TASKER
52345	DRAHEIM
52346	LEEDOM
52347	CRIER
52348	EMPTY
52349	EMPTY
52350	EMPTY
52351	TASKEY
52352	FOULK
52353	CHERNOFF; HICKERSON
52354	EMPTY
52355	YOCHEM
52356	SCHOOLFIELD
52357	MIDDLESWORTH; POPWELL
52358	EMPTY
52359	EMPTY
52360	CAMPAIN; ANNAND
52361	PHELTS
52362	GNABAH; LOUGHBOROUGH
52363	BUCHANA; NIERMANN
52364	EMPTY
52365	ROMAIN
52366	WYDO
52367	EMPTY
52368	EMPTY
52369	EMPTY
52370	GERRARD
52371	EMPTY
52372	UPSHUR; LOUDERMILK
52373	LOUDERMILL
52374	EMPTY
52375	PICKELSIMER; BENEVIDES
52376	BUCHANN
52377	EMPTY
52378	STILLE; MASHBURN
52379	JOURDAIN
52380	EMPTY
52381	GERRARO
52382	EMPTY
52383	NIEDERER; DEARE
52384	HUJER; BURGHER
52385	EMPTY
52386	SARTOR
52387	EMPTY
52388	LANDGRAF
52389	FOKS; MCQUEENY
52390	SERAPION
52391	EMPTY
52392	HARDENBROOK; CIPRIANI; STILLS
52393	DEARO
52394	AMSBAUGH
52395	EMPTY
52396	EMPTY
52397	DEARS; GRIMAUD
52398	CIPRIANO
52399	EMPTY
52400	EMPTY
52401	AUTHUR
52402	WYER
52403	DELUISE; DEARY
52404	MASHEK; NOTARI; MULLIGAN
52405	CADDELL
52406	RYNEER
52407	EMPTY
52408	UITZ
52409	BILKISS; LOWREY
52410	NOTARO
52411	FOUND; MASHER; SZAFRANIEC
52412	DALMORO
52413	PEDERZANI
52414	FOLK
52415	RADISOVICH; RIVIERA; BAUGHN
52416	DEASE; ALTOM
52417	PIKUL; ALTON
52418	LAGERSTEDT
52419	ALTOP; RIVIERE
52420	CORDNER
52421	HARDAN; LENCIONI
52422	FRITCHER
52423	EMPTY
52424	PIKUS; MCKEVITT
52425	MCKENDREE
52426	EMPTY
52427	EMPTY
52428	EMPTY
52429	FRITCHEY; FOLZ
52430	EMPTY
52431	EMPTY
52432	EMPTY
52433	EMPTY
52434	EMPTY
52435	MCWILSON; PILLITTERI
52436	NEHLSEN; CLINGINGSMITH; DEASY; KEA
52437	EMPTY
52438	MONTNEY; SWIGER
52439	EMPTY
52440	KEE
52441	MARCHIANO
52442	EMPTY
52443	KEH
52444	EMPTY
52445	EMPTY
52446	ROEHRICH
52447	CAPPLEMAN; BAKEMEIER
52448	KEM
52449	ROEHRICK; KEN; NAGLE
52450	KEO
52451	EMPTY
52452	EMPTY
52453	KER
52454	EMPTY
52455	ULLUM; KET; BALDASARO
52456	KALTZ
52457	STAVELY; VENZON
52458	KEW; REDIC
52459	EMPTY
52460	MIXSON; KEY
52461	LENZA; VENZOR; POLITANO; IGLESIAS
52462	REDIG; HEDBERG
52463	FARNWORTH; DEATS; LILIENTHAL
52464	KALUA
52465	LENZE
52466	SPRITZER
52467	FEWLESS
52468	UIMARI
52469	LENZI
52470	EMPTY
52471	EMPTY
52472	HESSELBEIN
52473	KIEFFER
52474	EMPTY
52475	LENZO; SHADRICK
52476	SUREN; FONG
52477	NISHINA
52478	EMPTY
52479	SALTZMAN
52480	EMPTY
52481	SURES
52482	DINGSON
52483	EMPTY
52484	GALLEGHER; PLAXICO; MISUMI
52485	STENERSON
52486	EMPTY
52487	YOCHIM; PERSHALL
52488	FONS; SLEEPER
52489	PILLOUD; FONT
52490	EMPTY
52491	BROYHILL; COLVARD
52492	SARGEANT
52493	SPINGOLA
52494	COLLELO
52495	BREUNIG
52496	BRADIGAN; BOGENSCHUTZ
52497	EMPTY
52498	WINTERROTH; BRIGGMAN; OQUIN
52499	EMPTY
52500	OLEJNICZAK
52501	EMPTY
52502	EMPTY
52503	SLINKER
52504	VANBRAMER
52505	NAZZARO
52506	POEPPING; BAKKEN
52507	EMPTY
52508	EMPTY
52509	TOXEY; BERNHARD
52510	BAKKER
52511	EMPTY
52512	CAMPANA
52513	EMPTY
52514	EMPTY
52515	BASSETT
52516	VERSTEEG
52517	ALTRO
52518	EMPTY
52519	MOUZON
52520	FOOR
52521	GLEISS; ROMANE; FOOS; LOWRIE
52522	FOOT
52523	EMPTY
52524	CARROZZA
52525	BERNHART; ROMANI
52526	COZZA
52527	PALIFKA
52528	LANDGREN
52529	WISNER
52530	EMPTY
52531	ROMANO
52532	EMPTY
52533	EMPTY
52534	COZZI
52535	CARRECTER; KHA; ROMANS
52536	CAMPANY
52537	GISMONDI
52538	DORRILL; WRAPE
52539	EMPTY
52540	EMPTY
52541	EMPTY
52542	EMPTY
52543	BARTASH
52544	REITEMA; LAMSON; HARDEE
52545	MANSANARES
52546	EMPTY
52547	EMPTY
52548	KHN; LOKAN
52549	KHO
52550	COZZY
52551	HARDEL
52552	WURZER
52553	SAUCER; HARDEN
52554	EMPTY
52555	KHU
52556	MANTHEI
52557	OROBONA; HARDER
52558	EMPTY
52559	REDLE
52560	EMPTY
52561	GLEITZ; MAYCUMBER
52562	RUDESILL
52563	LONGSDORF
52564	HARDEY; KASINGER
52565	EMPTY
52566	EMPTY
52567	CONTEE
52568	EMPTY
52569	EMPTY
52570	CONTEH
52571	KID
52572	KIE; CRILL; DEGREENIA; MANTHEY
52573	CULLITON
52574	KOTLAR; ORCHARD
52575	CABEZA
52576	EMPTY
52577	FOUSE; EHRLICH
52578	EMPTY
52579	KIL; ARTERBURN
52580	BESTWICK; KIM
52581	CONTES; KIN
52582	CHIMILIO; KIO
52583	KIP
52584	EMPTY
52585	EMPTY
52586	BEDONIE
52587	WYKE
52588	FUJIWARA
52589	SIFRE; TAGLIARINI
52590	PISKEL; ARTERBURY
52591	HENTON
52592	STRIBBLE; FOUST
52593	OLWIN; WINTERROWD
52594	HELFERTY; SWILLER; GUGINO
52595	ZEHERQUIST; PAVELEC; KILLMON; ZEDIKER
52596	EMPTY
52597	MOEHRLE
52598	EMPTY
52599	EMPTY
52600	EMPTY
52601	SWILLEY
52602	MAILES; CRIMI
52603	EMPTY
52604	EMPTY
52605	KLEMISH; FORD
52606	KIRGAN; FORE
52607	EMPTY
52608	MAILEY
52609	BRAMUCCI; MORGANA
52610	FOUTE; MERGEL; HARDGE
52611	JOHANNS
52612	MERGEN; GUTTMAN
52613	MUSSELWHITE
52614	ALTUM; FORM
52615	EMPTY
52616	LORTIE; WISSING
52617	EMPTY
52618	MAYORAL
52619	EMPTY
52620	WISSINK; FORS
52621	FORT
52622	EMPTY
52623	MORGANO; GEARAN
52624	SCARRITT; FOUTS
52625	MAYORAS
52626	WENTZEL
52627	MORGANS; KASTING; CAISON
52628	HARAN; VANASSE
52629	TABATT
52630	FOUTY
52631	FOUTZ
52632	EMPTY
52633	CRING
52634	EMPTY
52635	BECKLER
52636	KOREWDIT; BECKLES
52637	EMPTY
52638	VLAHOS; URBANIAK
52639	FLIELLER; HEDEMANN; DULMAGE
52640	WYLY
52641	MISURA
52642	BECKLEY
52643	ARDIZZONE; ESCOVEDO
52644	ALRICH
52645	EMPTY
52646	EMPTY
52647	HOILMAN; BONGARTZ; MOSKAL
52648	HYSMITH
52649	EMPTY
52650	GRUENBERG
52651	STOLLAR
52652	EMPTY
52653	VORHEES; STEINMEYER; FOSS
52654	EMPTY
52655	DISCIPIO
52656	MOSKAU; ZIEGENHAGEN; BERTINETTI; STILTS
52657	MEALING
52658	ANAWALT
52659	EMPTY
52660	EMPTY
52661	EMPTY
52662	EMPTY
52663	STILTZ; ROMARO
52664	EMPTY
52665	LUCORE
52666	BERCEIR
52667	WYMS
52668	EMPTY
52669	VIALE
52670	EMPTY
52671	EMPTY
52672	HARBY; MAJERSKY; FOTE; RUMRILL
52673	MAYORCA
52674	EMPTY
52675	FOTH
52676	VIALL; FOTI; HARDIE
52677	EMPTY
52678	BEELAR; SWILLING
52679	ANDERA
52680	LOKEN
52681	SCHLICHENMAYE; MCROBERTS
52682	EMPTY
52683	ANDERE
52684	DETILLIER; LOKER
52685	HARDIN
52686	WYNE; AESCHLIMANN
52687	EMPTY
52688	VONBARGEN
52689	JUBACK; ROMASH
52690	ANDERL
52691	HEUSINKVELD; BAUERKEMPER; LOKEY
52692	EMPTY
52693	DENGEL
52694	METCALF
52695	EIKNER; WYNN
52696	EMPTY
52697	THREAT; CRIPE; ANDERS
52698	ANDERT
52699	DENGER; MASHNI
52700	EMPTY
52701	EMPTY
52702	EMPTY
52703	EMPTY
52704	KLOSKA; WHOLEY
52705	APOSTOL; SAZAMA
52706	KOTLER
52707	ATALA
52708	EMPTY
52709	EMPTY
52710	DREISS; GEFFKEN
52711	EMPTY
52712	VAUTERS; CARMELLA; BALONEK; SURLS
52713	DAHLSTEDT
52714	HALBERG
52715	EMPTY
52716	EMPTY
52717	FINTON
52718	HARDE; BEELBY
52719	EMPTY
52720	FOUT
52721	CROUSER
52722	HARDI; KOONCE
52723	TIFFNER; KEILEN
52724	FOUX
52725	EARNSHAW
52726	CARMELLO
52727	FOSHAY; SURMA; HALBERT
52728	KLOSKY
52729	SPICKNALL; SPADONI
52730	LIFSEY; HARTHORNE; TRUXON
52731	VIANA
52732	DREITH; HARDS
52733	HARDT; NOWICKI
52734	EMPTY
52735	EMPTY
52736	PIATKOWSKI
52737	MCEVERS
52738	HARDY
52739	ROMULUS
52740	CUPERUS
52741	EMPTY
52742	SHEPHERD
52743	CLECKLER
52744	EMPTY
52745	ENGARD; VIANO
52746	TEHNEY
52747	PURWIN
52748	EMPTY
52749	FORNEROD
52750	YAMBAO; CAISSE; CLECKLEY
52751	EMPTY
52752	EMPTY
52753	MOHRING; STEINBERG
52754	EMPTY
52755	KUBECKA; ROSENDORF; ESSINGER; KUEHL
52756	ENOCKSON
52757	KUEHN
52758	EMPTY
52759	EMPTY
52760	MASSELLA; HAREN; SEIDLER; PONTILLO
52761	EMPTY
52762	EMPTY
52763	BECKLIN; COLLETT
52764	HARER; ZHAO
52765	EMPTY
52766	EMPTY
52767	PROUDFOOT; GEORGES
52768	KOC
52769	EMPTY
52770	KOE; MATTOCKS
52771	MALABANAN
52772	EMPTY
52773	KOH
52774	BRAMUCHI; MCINERNY
52775	EMPTY
52776	GIANANDREA; DEARSON; KOK
52777	KOL
52778	EMPTY
52779	MILHAM; KON
52780	LIPOMA; KOO; KILGORE
52781	EMPTY
52782	EMPTY
52783	HOLSONBACK; KOR; STOLLER
52784	KOS
52785	KOT
52786	KOU
52787	DOMINIQUE
52788	HRYNIEWICH; ESQUIVEL
52789	LUBINSKI; UNZUETA
52790	KOY; STOLLEY
52791	PAVELKA
52792	EMPTY
52793	EMPTY
52794	WILLHELM; SALZANO
52795	HORGAN
52796	CRISE
52797	KIRITSY
52798	EMPTY
52799	MONDAINE; OECHSLE; CHENETTE; BEGEMAN
52800	EMPTY
52801	KAWAGUCHI
52802	NIERER; ESQUIVEZ; MCKEARNEY
52803	HAGELGANS
52804	FERDIG; FOXE
52805	PAVELKO; DIRDEN; LUBINSKY; MAYORGA
52806	EFURD; KINCHEN
52807	CRISP
52808	EMPTY
52809	SELUSI; ALVOREZ; HUNNICUT
52810	CRISS; BEELER
52811	FERDIN; STEALEY; SCIOLA; CRIST
52812	OFFNER
52813	BREASHEARS
52814	EMPTY
52815	EMPTY
52816	BASINSKI; HEGGAN
52817	SPOLAR; ANDESON
52818	WYRE; ISHERWOOD
52819	KRIEGSHAUSER; MAILLE; SWANSBROUGH
52820	LAKATOS
52821	ALGUIRE
52822	ZSCHOCHE
52823	LORTON; FOXX
52824	PAVELLA; KLEINHENZ; FRIERDICH
52825	JANHUNEN; BINGER
52826	JAGGER
52827	EMPTY
52828	EMPTY
52829	SOLKOWITZ; THREET
52830	RINALDI
52831	EMPTY
52832	WEATHERHEAD
52833	EMPTY
52834	REPETOWSKI; BEACHAM
52835	EMPTY
52836	RINALDO
52837	EZDEBSKI; FOYE
52838	SAFIER
52839	FOSHEE
52840	EMPTY
52841	EMPTY
52842	GRANDSTAFF
52843	GONGALEZ; SCHAKEL
52844	PAVELICH
52845	EMPTY
52846	EMPTY
52847	EMPTY
52848	DELBUSTO
52849	BAUGUS; LOZADA
52850	STEININGER; SURMAN; CRITZ
52851	WERBELOW; WYSE
52852	STICKFORD; FOSHER; PILAR
52853	EMPTY
52854	PILAT
52855	EMPTY
52856	EMPTY
52857	EMPTY
52858	ACENCIO
52859	EMPTY
52860	EMPTY
52861	TRAMONTANO
52862	EMPTY
52863	GORRINDO; LOZADO
52864	EMPTY
52865	RIHNER; WYSS
52866	VIARD
52867	ROTOLO
52868	STICKFORT
52869	LOKKE
52870	REDUS
52871	HEPPLER
52872	EMPTY
52873	TWEDT
52874	KLOEPPEL
52875	EMPTY
52876	EMPTY
52877	GUTHARY
52878	STOGNER
52879	KOLOPAJLO
52880	KLOEPPER
52881	GEORGIA; VIARS
52882	EMPTY
52883	HARDON; YOCHUM; EIDEM
52884	DEBENHAM; DESENA; EIDEN
52885	HARIG; ULMAN
52886	EMPTY
52887	HOMIAK; GEARIN
52888	EMPTY
52889	KRY; WYONT
52890	BURRIESCI; TWEED
52891	EMPTY
52892	GROHOSKE; SURRA; KERNELL; KILGOUR
52893	DISPIRITO; SIXSMITH; RECORDS
52894	EMPTY
52895	ZHEN; SCHOMBURG
52896	SAUREDO; HOLLINGER
52897	HARIS
52898	HUHTASAARI
52899	GEORGIS; BRUECK; DIMARTINO
52900	ANGELOZZI
52901	KAMAI
52902	BRUNNEMER; HUTLEY
52903	EMPTY
52904	KAMAL; BLACKER
52905	LAFFER; WALIZER; BIELEFELDT; HETTICH; YUHAS; FRAZEE
52906	TWEET; KAMAN
52907	SPIVERY
52908	LOBBINS; PILCH
52909	EMPTY
52910	CROASMUN; HORSFALL
52911	CONTOS
52912	KAMAT; LAFFEY
52913	JUMALON; WARRINGTON
52914	KLINNERT
52915	TRABOLD
52916	SHAWNEE; RAPUANO
52917	PICARIELLO
52918	HATTAN; FRAZER
52919	EMPTY
52920	LAFEMINA
52921	EMPTY
52922	SCHIRALDI
52923	AARANT
52924	DEBAR
52925	FRAZEY; NEAULT
52926	HARJO
52927	ANAWATY; HORGEN
52928	PHEONIX
52929	EMPTY
52930	EMPTY
52931	HORGER; TUMPKIN
52932	HARJU; ALCOCK
52933	EMPTY
52934	HIPSHER
52935	MUYSENBERG; WHOLLY; TURNNER; HOELLWARTH
52936	EMPTY
52937	EMPTY
